ds,job_id,actor_id,event,language,time_spent,org
01/14/2024,380,1709,skip,Italian,51,A
01/14/2024,736,1774,decision,French,37,B
01/14/2024,451,1245,transfer,English,17,C
01/14/2024,411,1702,decision,Russian,16,F
01/14/2024,805,1563,transfer,French,23,C
01/15/2024,681,1719,transfer,Arabic,14,C
01/15/2024,615,1487,skip,Hindi,31,B
01/15/2024,322,1785,decision,Chinese,59,E
01/15/2024,958,1303,skip,Chinese,24,B
01/15/2024,804,1094,transfer,German,40,E
01/15/2024,772,1268,decision,Russian,31,C
01/15/2024,778,1099,decision,Chinese,29,E
01/15/2024,187,1187,skip,Portuguese,36,A
01/15/2024,308,1490,skip,Chinese,27,F
01/15/2024,146,1037,transfer,English,6,E
01/15/2024,983,1868,skip,French,40,E
01/16/2024,427,1518,transfer,Portuguese,59,E
01/16/2024,239,1808,transfer,Hindi,57,E
01/16/2024,866,1571,transfer,Persian,12,F
01/16/2024,279,1824,skip,German,20,A
01/16/2024,191,1996,transfer,French,36,D
01/16/2024,762,1921,transfer,Italian,9,E
01/16/2024,888,1711,decision,Spanish,30,D
01/16/2024,193,1382,decision,Spanish,45,E
01/16/2024,667,1400,transfer,Chinese,24,E
01/16/2024,841,1339,skip,Italian,58,F
01/16/2024,814,1609,transfer,Persian,8,D
01/16/2024,978,1802,decision,Spanish,33,D
01/16/2024,247,1141,decision,French,40,C
01/17/2024,614,1925,skip,Italian,37,C
01/17/2024,621,1055,skip,Spanish,8,E
01/17/2024,990,1274,transfer,Russian,28,A
01/17/2024,863,1762,decision,Italian,55,A
01/17/2024,430,1664,decision,Italian,18,D
01/17/2024,136,1389,decision,Persian,32,A
01/18/2024,857,1772,decision,Spanish,48,E
01/18/2024,960,1553,decision,Russian,35,D
01/18/2024,470,1431,decision,Arabic,10,F
01/18/2024,342,1990,transfer,Italian,52,E
01/18/2024,727,1047,decision,Hindi,60,C
01/18/2024,945,1490,transfer,Arabic,9,F
01/18/2024,296,2000,decision,French,56,C
01/18/2024,945,1666,skip,French,52,E
01/18/2024,660,1301,transfer,Russian,59,E
01/18/2024,920,1787,decision,Italian,26,C
01/19/2024,507,1937,skip,German,53,C
01/19/2024,667,1223,decision,Russian,46,F
01/19/2024,616,1859,transfer,German,25,C
01/19/2024,468,1938,decision,German,56,F
01/19/2024,567,1275,decision,Arabic,8,B
01/19/2024,363,1995,skip,Italian,40,B
01/19/2024,615,1370,skip,Spanish,37,F
01/19/2024,818,1727,skip,English,47,D
01/19/2024,468,1563,transfer,Portuguese,55,A
01/19/2024,817,1189,skip,Hindi,6,B
01/19/2024,217,1089,skip,Persian,17,B
01/19/2024,342,1887,skip,Persian,14,E
01/19/2024,545,1396,decision,French,30,C
01/19/2024,115,1995,skip,Russian,44,A
01/20/2024,322,1389,transfer,German,54,B
01/20/2024,350,1672,transfer,French,13,B
01/20/2024,353,1035,decision,Chinese,6,E
01/20/2024,927,1694,skip,German,51,B
01/20/2024,638,1153,skip,Chinese,27,F
01/20/2024,572,1055,decision,Portuguese,41,A
01/20/2024,615,1958,transfer,Persian,57,E
01/20/2024,703,1995,decision,Chinese,34,B
01/20/2024,453,1830,skip,Spanish,5,B
01/20/2024,716,1175,decision,Arabic,59,F
01/20/2024,851,1907,decision,Portuguese,39,C
01/21/2024,25,1209,transfer,Hindi,36,B
01/21/2024,662,1505,skip,Portuguese,39,A
01/21/2024,223,1081,transfer,Persian,44,B
01/21/2024,961,1560,decision,Hindi,26,E
01/21/2024,866,1057,skip,German,57,C
01/21/2024,755,1205,decision,Italian,11,D
01/21/2024,927,1689,skip,Russian,34,D
01/21/2024,217,1702,transfer,German,12,D
01/21/2024,636,1582,decision,German,21,F
01/21/2024,499,1502,transfer,Italian,18,D
01/21/2024,564,1529,transfer,Spanish,41,C
01/21/2024,436,1045,transfer,German,55,A
01/21/2024,873,1684,transfer,Persian,27,C
01/22/2024,539,1499,decision,Italian,34,E
01/22/2024,723,1836,transfer,Hindi,53,B
01/22/2024,920,1765,decision,Persian,37,D
01/22/2024,891,1958,decision,Persian,51,D
01/22/2024,427,1133,transfer,Persian,40,A
01/22/2024,701,1338,decision,Persian,18,A
01/23/2024,766,1611,skip,Hindi,5,C
01/23/2024,223,1929,decision,Hindi,58,C
01/23/2024,515,1787,transfer,French,53,C
01/23/2024,588,1017,skip,Portuguese,15,D
01/23/2024,551,1742,decision,Arabic,35,D
01/23/2024,298,1938,decision,French,7,D
01/23/2024,113,1995,skip,Portuguese,41,F
01/23/2024,223,1005,skip,Russian,47,B
01/24/2024,662,1035,decision,Russian,12,C
01/24/2024,108,1972,decision,German,10,D
01/24/2024,110,1398,decision,German,32,B
01/24/2024,684,1843,skip,Hindi,55,A
01/24/2024,576,1874,decision,Chinese,51,F
01/24/2024,579,1298,transfer,Italian,45,F
01/24/2024,936,1701,decision,Arabic,7,B
01/24/2024,779,1408,skip,Italian,28,F
01/24/2024,214,1047,skip,Arabic,33,B
01/24/2024,370,1772,transfer,French,38,F
01/24/2024,650,1055,decision,Chinese,28,D
01/24/2024,959,1040,decision,Portuguese,42,F
01/25/2024,646,1074,decision,Portuguese,27,C
01/25/2024,223,1613,skip,Spanish,45,B
01/25/2024,716,1834,transfer,Russian,52,A
01/25/2024,606,1405,skip,Italian,9,F
01/25/2024,474,1949,decision,English,54,A
01/25/2024,553,1767,decision,Arabic,24,C
01/25/2024,672,1545,skip,Persian,38,D
01/25/2024,514,1157,skip,Italian,38,C
01/25/2024,935,1406,transfer,Persian,38,E
01/25/2024,318,1965,skip,English,14,B
01/25/2024,777,1949,transfer,Portuguese,23,A
01/25/2024,973,1403,skip,English,10,E
01/25/2024,241,1572,transfer,German,60,E
01/26/2024,927,1093,skip,Portuguese,49,F
01/26/2024,408,1114,skip,Chinese,15,C
01/26/2024,536,1145,transfer,Arabic,40,B
01/26/2024,716,1543,skip,Arabic,32,D
01/26/2024,145,1740,transfer,English,34,B
01/26/2024,365,1741,skip,French,18,D
01/26/2024,20,1751,decision,Spanish,49,E
01/27/2024,117,1250,decision,Arabic,39,A
01/27/2024,616,1588,transfer,Arabic,47,C
01/27/2024,504,1687,decision,Chinese,28,F
01/27/2024,371,1762,skip,Italian,20,A
01/27/2024,439,1727,decision,Persian,49,E
01/27/2024,135,1401,transfer,Persian,21,F
01/27/2024,217,1895,transfer,German,35,B
01/27/2024,22,1765,decision,German,55,B
01/28/2024,169,1099,decision,English,57,D
01/28/2024,752,1101,decision,French,53,D
01/28/2024,516,1414,decision,English,16,D
01/28/2024,792,1211,transfer,English,26,E
01/28/2024,782,1282,skip,German,51,C
01/28/2024,353,1995,decision,Russian,57,C
01/28/2024,821,1499,skip,Persian,42,E
01/28/2024,802,1765,decision,English,26,A
01/28/2024,615,1995,transfer,Hindi,46,D
01/29/2024,539,1109,decision,Spanish,27,E
01/29/2024,314,1155,skip,Hindi,50,E
01/29/2024,217,1404,transfer,English,14,D
01/29/2024,208,1052,decision,German,11,D
01/29/2024,715,1785,skip,French,52,A
01/29/2024,421,1064,decision,Persian,59,C
01/29/2024,827,1772,transfer,German,8,B
01/29/2024,20,1812,skip,Persian,12,C
01/29/2024,287,1929,decision,French,56,B
01/29/2024,237,1772,decision,German,41,C
01/29/2024,545,1181,transfer,Spanish,27,B
01/29/2024,716,1591,transfer,French,57,A
01/29/2024,928,1109,transfer,Italian,18,D
01/29/2024,107,1777,decision,Hindi,19,D
01/29/2024,190,1526,skip,Persian,20,B
01/30/2024,615,1005,decision,Italian,49,D
01/30/2024,791,1114,skip,Spanish,11,C
01/30/2024,662,1004,decision,Russian,32,C
01/30/2024,928,1037,skip,English,13,E
01/30/2024,258,1876,transfer,English,15,F
01/30/2024,622,1144,skip,Chinese,27,F
01/30/2024,672,1859,decision,German,32,C
01/30/2024,928,1244,transfer,French,36,A
01/30/2024,115,1438,skip,Russian,28,B
01/30/2024,239,1929,decision,Russian,49,A
01/31/2024,891,1235,decision,Chinese,29,D
01/31/2024,353,1154,decision,German,44,E
01/31/2024,394,1435,transfer,Spanish,19,B
01/31/2024,820,2000,skip,Arabic,22,B
01/31/2024,801,1787,decision,French,29,C
01/31/2024,842,1824,decision,Chinese,20,B
01/31/2024,622,1935,transfer,English,35,E
01/31/2024,792,1836,skip,Persian,14,F
01/31/2024,851,1005,transfer,Chinese,51,E
01/31/2024,792,1408,transfer,Persian,26,F
01/31/2024,308,1979,decision,German,58,D
01/31/2024,350,1558,transfer,Hindi,26,A
01/31/2024,978,1526,decision,Spanish,32,D
01/31/2024,355,1743,decision,Russian,50,E
01/31/2024,437,1672,skip,Persian,60,A
02/01/2024,613,1048,skip,Russian,47,B
02/01/2024,382,1925,skip,Persian,25,F
02/01/2024,470,1208,decision,Portuguese,38,A
02/01/2024,539,1051,transfer,Portuguese,8,A
02/01/2024,981,1742,transfer,Spanish,55,B
02/01/2024,395,1364,decision,Spanish,12,B
02/01/2024,121,1003,decision,Portuguese,29,A
02/01/2024,837,1362,transfer,Russian,28,F
02/01/2024,608,1522,transfer,French,20,A
02/01/2024,496,1005,transfer,Arabic,22,E
02/02/2024,362,1889,decision,Arabic,20,A
02/02/2024,618,1819,skip,Persian,30,D
02/02/2024,280,1015,transfer,Spanish,16,F
02/02/2024,432,1643,decision,Chinese,28,C
02/02/2024,333,1301,skip,Persian,20,B
02/02/2024,693,1344,skip,English,56,C
02/02/2024,135,1834,decision,Portuguese,11,D
02/02/2024,648,1490,transfer,Chinese,15,C
02/03/2024,863,1545,transfer,Arabic,60,B
02/03/2024,572,1963,transfer,Russian,23,E
02/03/2024,314,1006,skip,Persian,33,E
02/03/2024,824,1284,transfer,Arabic,8,D
02/03/2024,821,1947,decision,Portuguese,59,E
02/03/2024,422,1364,transfer,Chinese,45,D
02/03/2024,532,1884,decision,French,13,F
02/03/2024,662,1794,transfer,French,55,E
02/03/2024,277,1171,transfer,Persian,30,C
02/03/2024,774,1802,skip,English,36,C
02/03/2024,211,1015,skip,Spanish,34,D
02/03/2024,626,1794,decision,Spanish,19,E
02/03/2024,779,1821,transfer,Persian,32,F
02/03/2024,112,1874,transfer,Russian,7,F
02/04/2024,477,1899,skip,Spanish,46,B
02/04/2024,370,1225,transfer,Persian,10,E
02/04/2024,703,1898,skip,Chinese,16,D
02/04/2024,814,1349,skip,Spanish,47,B
02/04/2024,338,1526,transfer,Arabic,24,A
02/04/2024,679,1299,skip,English,27,F
02/04/2024,569,1735,skip,French,52,B
02/04/2024,973,1369,transfer,Italian,50,A
02/04/2024,606,1677,transfer,Hindi,32,E
02/04/2024,432,1897,transfer,Italian,31,B
02/04/2024,286,1702,transfer,Hindi,56,A
02/04/2024,411,1775,transfer,German,43,D
02/05/2024,181,1284,transfer,Portuguese,31,F
02/05/2024,112,1274,skip,Arabic,55,E
02/05/2024,791,1780,skip,French,14,F
02/05/2024,342,1876,decision,Arabic,39,F
02/05/2024,188,1438,skip,Arabic,17,B
02/05/2024,723,1123,decision,Hindi,35,C
02/05/2024,407,1543,decision,Hindi,35,B
02/05/2024,243,1669,decision,Persian,44,E
02/05/2024,752,1198,skip,English,6,D
02/05/2024,139,1512,decision,Russian,52,E
02/05/2024,815,1522,skip,Italian,30,A
02/05/2024,296,1664,skip,Persian,52,A
02/05/2024,660,1643,skip,French,60,E
02/05/2024,603,1253,transfer,Russian,60,C
02/05/2024,568,1898,transfer,German,17,E
02/06/2024,799,1175,transfer,French,42,F
02/06/2024,705,1014,skip,Italian,47,F
02/06/2024,468,1889,decision,Chinese,24,A
02/06/2024,193,1165,transfer,Arabic,48,A
02/06/2024,326,1109,transfer,Arabic,58,C
02/06/2024,645,1131,transfer,Arabic,49,C
02/06/2024,403,1180,decision,Spanish,37,F
02/07/2024,124,1771,transfer,Portuguese,24,E
02/07/2024,857,1702,transfer,German,31,B
02/07/2024,406,1861,skip,Portuguese,21,A
02/07/2024,615,1886,skip,German,17,F
02/07/2024,296,1030,decision,Italian,52,E
02/07/2024,759,1450,transfer,German,10,B
02/07/2024,603,1569,skip,Italian,21,B
02/07/2024,964,1581,transfer,German,59,A
02/07/2024,745,1437,skip,Persian,57,E
02/07/2024,739,1809,transfer,English,12,C
02/07/2024,498,1674,decision,Russian,27,D
02/07/2024,189,1955,decision,Arabic,6,C
02/07/2024,609,1245,skip,Italian,52,D
02/07/2024,357,1572,transfer,Spanish,38,E
02/08/2024,978,1819,skip,Arabic,39,B
02/08/2024,135,1339,decision,Hindi,57,E
02/08/2024,972,1947,skip,Arabic,24,D
02/08/2024,100,1228,transfer,Chinese,15,D
02/08/2024,928,1567,skip,Portuguese,6,C
02/08/2024,157,1543,decision,English,52,C
02/08/2024,280,1653,decision,Spanish,14,F
02/08/2024,342,1157,decision,French,33,A
02/08/2024,959,1783,skip,French,37,C
02/08/2024,970,1611,decision,Hindi,23,F
02/08/2024,467,1572,transfer,Arabic,57,E
02/08/2024,745,1940,decision,Chinese,54,F
02/08/2024,304,1071,decision,Chinese,39,E
02/09/2024,747,1506,decision,Italian,31,A
02/09/2024,727,1124,skip,Persian,30,A
02/09/2024,774,1866,skip,Russian,18,B
02/09/2024,841,1028,decision,Arabic,12,F
02/09/2024,618,1226,transfer,Chinese,22,F
02/09/2024,661,1796,transfer,Persian,32,F
02/09/2024,701,1741,skip,French,25,D
02/09/2024,970,1908,skip,French,21,E
02/09/2024,805,1631,decision,Russian,10,B
02/09/2024,959,1760,skip,Hindi,13,C
02/09/2024,855,1654,transfer,Chinese,49,F
02/10/2024,672,1949,decision,Hindi,28,D
02/10/2024,601,1944,skip,French,52,F
02/10/2024,328,1344,decision,Arabic,30,F
02/10/2024,421,1052,transfer,Persian,52,A
02/10/2024,636,1435,skip,German,8,A
02/10/2024,182,1818,transfer,Italian,59,C
02/10/2024,461,1840,transfer,Russian,57,A
02/10/2024,681,1084,skip,Persian,55,E
02/10/2024,655,1719,skip,French,24,E
02/10/2024,181,1245,decision,Persian,55,E
02/10/2024,749,1977,decision,Italian,33,A
02/10/2024,503,1525,transfer,English,53,B
02/10/2024,825,1771,skip,English,47,E
02/10/2024,430,1717,decision,Chinese,60,E
02/11/2024,717,1475,transfer,Russian,10,E
02/11/2024,693,1735,skip,Persian,24,E
02/11/2024,820,1074,decision,French,46,C
02/11/2024,332,1711,transfer,French,48,E
02/11/2024,112,1303,transfer,English,25,F
02/11/2024,353,1414,transfer,Portuguese,60,E
02/11/2024,613,1274,skip,Hindi,16,D
02/11/2024,868,1834,decision,Italian,58,A
02/11/2024,362,1244,skip,French,59,C
02/11/2024,542,1285,decision,Russian,18,F
02/11/2024,985,1349,transfer,Arabic,11,B
02/11/2024,655,1735,skip,French,31,F
02/12/2024,465,1588,skip,Portuguese,44,D
02/12/2024,723,1359,skip,German,24,A
02/12/2024,987,1727,skip,Persian,38,C
02/12/2024,987,1843,transfer,Chinese,6,C
02/12/2024,616,1404,skip,Chinese,16,E
02/12/2024,20,1380,transfer,Portuguese,44,E
02/12/2024,648,1963,decision,Hindi,54,D
02/12/2024,163,1014,skip,Persian,25,A
02/12/2024,289,1666,transfer,Persian,34,A
02/12/2024,241,1365,decision,Arabic,46,A
02/13/2024,845,1364,decision,French,24,A
02/13/2024,261,1354,skip,Russian,15,B
02/13/2024,470,1062,decision,Russian,17,F
02/13/2024,299,1171,transfer,German,59,B
02/13/2024,532,1822,transfer,Russian,58,B
02/13/2024,831,1843,transfer,Italian,53,D
02/13/2024,332,1963,decision,Hindi,7,A
02/13/2024,976,1812,transfer,Chinese,23,B
02/13/2024,957,1385,transfer,Russian,32,A
02/13/2024,455,1907,skip,Spanish,47,E
02/14/2024,553,1664,skip,English,52,F
02/14/2024,802,1975,transfer,Portuguese,42,E
02/14/2024,100,1824,transfer,English,30,E
02/14/2024,711,1975,transfer,German,16,A
02/14/2024,357,1292,transfer,Italian,9,D
02/14/2024,23,1374,transfer,Spanish,29,B
02/14/2024,563,1101,decision,Italian,17,E
02/14/2024,215,1684,decision,Persian,18,C
02/14/2024,645,1331,skip,Italian,26,E
02/14/2024,777,1540,skip,English,23,E
02/14/2024,395,1022,decision,German,60,D
02/14/2024,249,1780,decision,Spanish,6,B
02/14/2024,406,1284,transfer,English,6,A
02/14/2024,536,1189,decision,French,29,A
02/14/2024,600,1865,transfer,Persian,5,B
02/15/2024,279,1180,decision,Chinese,5,A
02/15/2024,427,1308,decision,Portuguese,25,A
02/15/2024,496,1899,decision,Arabic,6,C
02/15/2024,461,1783,transfer,Arabic,32,A
02/15/2024,332,1676,skip,Italian,23,B
02/15/2024,601,1052,transfer,French,32,A
02/15/2024,181,1670,decision,Italian,55,D
02/15/2024,820,1732,decision,French,48,F
02/15/2024,324,1127,transfer,English,13,E
02/15/2024,166,1694,decision,French,40,E
02/15/2024,179,1383,skip,Hindi,36,F
02/15/2024,566,1003,decision,Italian,60,D
02/15/2024,648,1990,decision,Hindi,18,C
02/15/2024,952,1572,decision,Russian,54,C
02/15/2024,615,1385,skip,English,14,F
02/16/2024,588,1654,skip,Portuguese,53,A
02/16/2024,21,1802,transfer,French,30,A
02/16/2024,455,1808,skip,Italian,19,E
02/16/2024,831,1418,skip,Persian,8,E
02/16/2024,650,1666,skip,French,45,D
02/16/2024,355,1490,transfer,English,30,A
02/16/2024,555,1898,decision,Hindi,8,E
02/16/2024,656,1967,transfer,Arabic,9,C
02/16/2024,499,1841,transfer,Hindi,19,A
02/16/2024,689,1571,decision,Spanish,58,A
02/17/2024,752,1618,skip,Italian,60,A
02/17/2024,514,1694,decision,Chinese,5,E
02/17/2024,635,1529,transfer,Russian,55,F
02/17/2024,156,1479,skip,Persian,40,B
02/17/2024,888,1383,decision,German,52,B
02/17/2024,667,1537,decision,Portuguese,9,F
02/17/2024,293,1941,skip,Persian,52,C
02/17/2024,764,1005,decision,Russian,50,A
02/17/2024,866,1682,skip,Hindi,53,C
02/17/2024,780,1364,decision,English,8,E
02/17/2024,180,1135,decision,Chinese,33,A
02/17/2024,569,1126,transfer,Portuguese,6,E
02/17/2024,412,1100,skip,Russian,12,C
02/18/2024,844,1771,decision,Italian,25,E
02/18/2024,365,1534,decision,Hindi,13,C
02/18/2024,163,1383,decision,Russian,50,B
02/18/2024,110,1740,transfer,Russian,6,B
02/18/2024,976,1180,decision,Italian,40,F
02/18/2024,348,1004,skip,Hindi,47,F
02/18/2024,633,1813,decision,Chinese,53,C
02/18/2024,159,1555,transfer,Arabic,28,C
02/18/2024,812,1274,skip,Portuguese,17,B
02/18/2024,439,1571,decision,Arabic,31,A
02/18/2024,115,1711,decision,Spanish,39,F
02/18/2024,247,1859,skip,English,7,D
02/18/2024,117,1437,decision,Arabic,13,F
02/18/2024,319,1359,transfer,Chinese,11,D
02/18/2024,605,1274,decision,Russian,48,C
02/19/2024,779,1943,transfer,Portuguese,20,F
02/19/2024,453,1940,skip,Portuguese,17,A
02/19/2024,762,1765,skip,Chinese,8,C
02/19/2024,387,1200,decision,Italian,28,E
02/19/2024,711,1837,skip,Chinese,36,B
02/19/2024,843,1431,decision,Chinese,37,B
02/19/2024,827,1354,decision,Russian,50,F
02/19/2024,100,1382,skip,Russian,35,B
02/19/2024,715,1141,transfer,Arabic,22,C
02/19/2024,505,1048,decision,Chinese,58,B
02/19/2024,955,1874,decision,Spanish,60,D
02/19/2024,338,1696,skip,French,57,B
02/19/2024,127,1972,decision,Hindi,56,F
02/19/2024,896,1100,transfer,English,38,F
02/20/2024,703,1554,transfer,German,24,D
02/20/2024,500,1165,decision,Hindi,34,E
02/20/2024,412,1087,skip,German,11,E
02/20/2024,322,1214,decision,English,5,E
02/20/2024,298,1303,skip,French,48,E
02/20/2024,500,1479,decision,Hindi,54,D
02/20/2024,196,1822,transfer,German,33,A
02/20/2024,338,1824,transfer,Chinese,36,B
02/20/2024,163,1717,skip,Chinese,37,B
02/20/2024,355,1526,transfer,English,11,D
02/20/2024,351,1625,skip,Chinese,14,C
02/20/2024,565,1100,skip,English,45,F
02/20/2024,755,1525,decision,Russian,19,F
02/20/2024,608,1696,skip,French,44,B
02/20/2024,468,1029,skip,Russian,11,B
02/21/2024,194,1431,transfer,Italian,6,E
02/21/2024,178,1101,transfer,Portuguese,30,A
02/21/2024,485,1943,skip,French,14,A
02/21/2024,662,1868,skip,Portuguese,37,E
02/21/2024,911,1741,decision,Chinese,40,D
02/21/2024,586,1764,transfer,Italian,22,F
02/21/2024,762,1866,transfer,Persian,49,E
02/21/2024,451,1407,decision,German,58,B
02/21/2024,239,1859,decision,Arabic,45,C
02/21/2024,779,1965,skip,Italian,15,F
02/21/2024,279,1822,transfer,English,46,F
02/21/2024,648,1780,transfer,French,40,F
02/22/2024,780,1648,decision,Hindi,13,C
02/22/2024,928,1382,decision,Russian,43,B
02/22/2024,759,1383,transfer,Russian,51,E
02/22/2024,324,1502,decision,Spanish,50,C
02/22/2024,970,1765,decision,Arabic,42,E
02/22/2024,21,1825,skip,Italian,37,F
02/22/2024,193,1943,decision,Chinese,5,E
02/22/2024,412,1908,skip,Italian,7,F
02/22/2024,211,1032,skip,German,34,C
02/22/2024,759,1364,transfer,Chinese,49,A
02/22/2024,532,1071,transfer,Italian,35,D
02/22/2024,841,1955,decision,Chinese,19,A
02/22/2024,279,1084,skip,Italian,41,D
02/22/2024,743,1955,transfer,Russian,26,C
02/22/2024,799,1977,transfer,French,5,B
02/23/2024,777,1514,decision,Hindi,54,C
02/23/2024,498,1389,transfer,English,20,C
02/23/2024,149,1732,decision,German,10,A
02/23/2024,812,1235,transfer,French,5,A
02/23/2024,673,1253,skip,English,20,C
02/23/2024,102,1056,skip,Spanish,34,B
02/24/2024,358,1966,decision,Persian,13,E
02/24/2024,348,1932,skip,German,57,A
02/24/2024,351,1714,skip,Spanish,6,F
02/24/2024,496,1741,decision,French,42,B
02/24/2024,166,1812,transfer,Chinese,16,F
02/24/2024,322,1879,transfer,Portuguese,59,C
02/24/2024,286,1205,skip,Portuguese,16,F
02/24/2024,102,1187,decision,English,41,D
02/24/2024,742,1450,transfer,Spanish,25,D
02/24/2024,421,1064,decision,Spanish,39,C
02/25/2024,711,1057,skip,Arabic,53,A
02/25/2024,378,1914,decision,Chinese,60,E
02/25/2024,644,1110,transfer,Italian,45,E
02/25/2024,11,1642,skip,Italian,9,F
02/25/2024,525,1637,decision,Portuguese,51,F
02/25/2024,759,1295,decision,Arabic,40,E
02/25/2024,964,1200,decision,French,12,F
02/25/2024,945,1796,decision,Hindi,30,B
02/25/2024,322,1837,decision,Chinese,5,A
02/25/2024,261,1228,transfer,Portuguese,7,A
02/25/2024,192,1299,skip,English,24,A
02/25/2024,660,1734,decision,Persian,59,A
02/26/2024,782,1982,decision,French,46,E
02/26/2024,681,1414,transfer,Italian,44,B
02/26/2024,743,1771,skip,Hindi,21,D
02/26/2024,953,1643,skip,French,17,C
02/26/2024,279,1314,transfer,Chinese,54,B
02/26/2024,553,1944,transfer,Hindi,24,D
02/26/2024,363,1089,transfer,German,59,F
02/26/2024,545,1696,decision,Hindi,10,B
02/26/2024,427,1745,decision,Persian,19,D
02/26/2024,101,1370,transfer,German,59,F
02/26/2024,532,1609,skip,Portuguese,13,A
02/27/2024,903,1965,skip,Portuguese,19,F
02/27/2024,975,1094,skip,Portuguese,39,F
02/27/2024,919,1943,decision,Spanish,28,A
02/27/2024,117,1475,decision,Russian,18,C
02/27/2024,957,1015,transfer,Russian,43,C
02/27/2024,563,1438,transfer,Spanish,11,A
02/27/2024,20,1976,transfer,Chinese,31,D
02/27/2024,193,1733,transfer,Italian,21,F
02/27/2024,403,1569,decision,Chinese,28,D
02/27/2024,919,1361,transfer,French,11,F
02/27/2024,809,1475,transfer,Spanish,7,E
02/27/2024,114,1154,decision,Arabic,58,D
02/28/2024,939,1349,decision,English,6,A
02/28/2024,108,1682,skip,Persian,47,F
02/28/2024,759,1211,transfer,Spanish,57,A
02/28/2024,539,1995,skip,Portuguese,37,F
02/28/2024,955,1812,transfer,Hindi,10,D
02/28/2024,169,1044,decision,French,18,C
02/28/2024,842,1237,transfer,Russian,45,D
02/28/2024,233,1405,decision,Italian,25,B
02/29/2024,722,1958,transfer,English,5,D
02/29/2024,414,1275,transfer,Hindi,60,E
02/29/2024,757,1359,transfer,Arabic,23,C
02/29/2024,882,1866,transfer,Persian,9,F
02/29/2024,809,1685,decision,Arabic,18,A
02/29/2024,110,1133,transfer,Spanish,18,B
02/29/2024,157,1666,decision,Russian,59,E
02/29/2024,139,1352,transfer,Russian,16,A
02/29/2024,139,1382,transfer,Hindi,44,C
02/29/2024,117,1995,transfer,French,7,B
02/29/2024,752,1020,transfer,Persian,60,E
02/29/2024,332,1406,decision,Chinese,41,E
03/01/2024,211,1404,decision,Russian,11,E
03/01/2024,261,1764,decision,Hindi,36,F
03/01/2024,523,1359,transfer,Arabic,25,B
03/01/2024,403,1223,skip,Chinese,37,B
03/01/2024,211,1197,decision,Spanish,56,E
03/01/2024,958,1048,skip,Hindi,5,D
03/01/2024,229,1490,transfer,Persian,46,A
03/01/2024,975,1292,decision,Chinese,54,C
03/01/2024,854,1965,skip,German,46,E
03/01/2024,209,1282,transfer,Persian,28,B
03/01/2024,411,1631,decision,Arabic,6,C
03/01/2024,955,1733,transfer,German,45,D
03/01/2024,839,1370,skip,Portuguese,46,D
03/01/2024,515,1558,decision,Russian,37,B
03/01/2024,781,1410,decision,Russian,14,F
03/02/2024,954,1343,decision,Russian,45,E
03/02/2024,322,1438,decision,Persian,42,C
03/02/2024,515,1171,skip,German,52,E
03/02/2024,978,1529,skip,French,57,B
03/02/2024,471,1870,decision,Arabic,15,B
03/02/2024,945,1028,decision,Persian,46,E
03/02/2024,881,1217,transfer,Spanish,27,C
03/02/2024,836,1298,decision,Russian,23,A
03/02/2024,211,1135,decision,Persian,54,E
03/02/2024,752,1689,transfer,Portuguese,5,C
03/02/2024,163,1552,transfer,Portuguese,26,A
03/02/2024,258,1801,decision,Chinese,14,A
03/02/2024,801,1861,decision,Russian,52,D
03/02/2024,958,1072,decision,Russian,38,A
03/03/2024,745,1895,transfer,English,51,B
03/03/2024,434,1364,decision,Hindi,21,D
03/03/2024,411,1435,skip,Chinese,25,A
03/03/2024,725,1116,skip,Spanish,23,E
03/03/2024,172,1526,skip,Italian,42,B
03/03/2024,679,1133,transfer,French,7,C
03/03/2024,286,1975,transfer,Persian,32,D
03/03/2024,190,1849,transfer,Chinese,11,B
03/03/2024,215,1414,transfer,Portuguese,48,F
03/03/2024,989,1563,transfer,Hindi,20,E
03/03/2024,679,1840,transfer,English,52,B
03/04/2024,709,1654,skip,Portuguese,45,C
03/04/2024,833,1742,decision,Chinese,17,C
03/04/2024,439,1866,decision,Russian,57,B
03/04/2024,336,1295,skip,Spanish,31,C
03/04/2024,172,1315,transfer,English,45,D
03/04/2024,844,1689,decision,Spanish,55,B
03/04/2024,362,1124,transfer,Russian,31,D
03/04/2024,156,1802,transfer,Portuguese,41,C
03/04/2024,745,1475,skip,German,7,C
03/04/2024,496,1841,decision,Spanish,60,B
03/04/2024,514,1412,skip,Arabic,54,F
03/04/2024,189,1745,decision,French,30,A
03/05/2024,183,1123,decision,Persian,48,D
03/05/2024,656,1338,decision,German,28,C
03/05/2024,220,1944,transfer,Spanish,22,A
03/05/2024,567,1971,transfer,Portuguese,48,D
03/05/2024,101,1045,decision,German,14,F
03/06/2024,411,1774,skip,Russian,58,F
03/06/2024,121,1001,skip,Arabic,39,B
03/06/2024,722,1696,transfer,German,17,A
03/06/2024,646,1641,decision,German,24,C
03/06/2024,565,1037,transfer,Russian,11,E
03/06/2024,973,1836,decision,German,23,A
03/06/2024,879,1157,skip,Spanish,46,E
03/06/2024,791,1479,skip,Russian,14,F
03/06/2024,614,1017,decision,French,6,D
03/06/2024,178,1918,skip,Chinese,50,F
03/06/2024,936,1653,skip,German,14,C
